RUC_PROVEEDOR,TIPO_PROCEDIMIENTO,SUB_TOTAL,IGV,ACUERDO_MARCO,year,month,day
676,0,193.92,0.0,12,2022,5,12
554,0,89.44,16.1,12,2022,5,12
932,0,520.0,93.6,12,2022,5,12
843,0,200.0,36.0,12,2022,5,12
843,0,122.8,22.1,12,2022,5,12
203,0,790.92,142.37,11,2022,5,12
394,0,2137.5,384.75,11,2022,5,12
969,0,1491.1,268.4,15,2022,5,12
969,0,4430.72,797.53,11,2022,5,12
1166,0,50580.0,9104.4,12,2022,5,12
111,0,214.6,38.63,12,2022,5,12
932,0,894.0,160.92,12,2022,5,12
432,0,590.24,0.0,11,2022,5,12
899,0,790.0,142.2,12,2022,5,12
1135,1,120050.0,21609.0,6,2022,5,12
755,0,8038.47,1446.92,15,2022,5,12
932,0,1040.0,187.2,12,2022,5,12
554,0,219.42,39.51,11,2022,5,12
203,0,6953.67,1251.67,11,2022,5,12
1492,0,4173.57,751.24,12,2022,5,12
635,0,2089.44,376.1,11,2022,5,12
1113,0,198.86,35.79,11,2022,5,12
1010,0,2687.88,483.81,11,2022,5,12
5,0,330.0,0.0,12,2022,5,12
10,0,783.2,140.98,12,2022,5,12
410,1,94400.0,16992.0,12,2022,5,12
154,0,16077.82,2894.01,11,2022,5,12
44,0,501.0,90.18,12,2022,5,12
1073,0,1260.87,226.96,2,2022,5,12
1312,0,728.9,131.2,12,2022,5,12
1108,0,15717.16,2829.09,11,2022,5,12
1169,0,2325.0,418.5,12,2022,5,12
499,0,546.09,98.3,12,2022,5,12
1265,0,710.18,127.83,2,2022,5,12
1309,0,1877.08,337.89,11,2022,5,12
790,0,525.22,94.54,12,2022,5,12
763,0,415.6,74.8,11,2022,5,12
1110,0,21255.99,3826.07,11,2022,5,12
1249,0,5565.3,1001.74,11,2022,5,12
1086,0,6831.84,1229.73,2,2022,5,12
646,0,7242.14,1303.59,15,2022,5,12
642,0,12263.7,2207.47,11,2022,5,12
1143,0,3611.3,650.05,11,2022,5,12
267,0,30440.0,5479.2,3,2022,5,12
162,0,1320.0,237.6,12,2022,5,12
186,0,781.19,140.64,12,2022,5,12
301,0,633.08,113.96,12,2022,5,12
1249,0,288.6,51.95,11,2022,5,12
701,0,8658.0,1558.44,15,2022,5,12
1303,0,6901.67,1242.3,11,2022,5,12
1249,0,1910.59,343.91,11,2022,5,12
321,0,507.93,91.43,11,2022,5,12
1249,0,2501.2,450.22,11,2022,5,12
1334,0,3795.54,0.0,11,2022,5,12
699,0,3260.72,586.93,11,2022,5,12
486,0,1461.6,263.09,12,2022,5,12
1334,0,813.33,0.0,11,2022,5,12
858,0,1436.4,258.55,12,2022,5,12
969,0,1352.06,243.37,11,2022,5,12
1149,0,2340.0,421.2,12,2022,5,12
81,0,120.0,21.6,12,2022,5,12
1355,0,3917.88,705.22,11,2022,5,12
1492,0,20005.2,0.0,12,2022,5,12
831,0,1236.16,222.51,11,2022,5,12
111,0,74.5,13.41,12,2022,5,12
1176,0,1900.0,342.0,14,2022,5,12
23,0,18000.0,3240.0,3,2022,5,12
564,0,905.42,0.0,11,2022,5,12
1334,0,2711.1,0.0,11,2022,5,12
418,0,401.09,72.19,12,2022,5,12
685,0,294.8,53.06,12,2022,5,12
1003,0,392.29,70.6,12,2022,5,12
1503,0,1368.0,246.24,12,2022,5,12
1364,0,1631.6,293.69,12,2022,5,12
260,0,1077.8,194.0,12,2022,5,12
908,0,796.62,143.39,0,2022,5,12
568,0,1733.55,312.04,12,2022,5,12
421,0,3460.0,622.8,3,2022,5,12
499,0,1418.94,255.41,12,2022,5,12
1255,0,2000.0,360.0,3,2022,5,12
1334,0,1007.0,0.0,11,2022,5,12
558,0,1787.8,321.8,12,2022,5,12
605,0,585.99,105.47,11,2022,5,12
997,0,679.88,122.38,11,2022,5,12
364,0,695.36,125.16,11,2022,5,12
106,0,469.2,84.46,12,2022,5,12
1125,0,442.04,79.57,12,2022,5,12
1251,0,15162.39,2729.23,11,2022,5,12
685,0,310.0,55.8,12,2022,5,12
632,0,20840.8,3751.36,7,2022,5,12
81,0,226.0,40.68,12,2022,5,12
254,0,823.01,148.14,11,2022,5,12
495,0,348.75,62.78,12,2022,5,12
495,0,442.2,79.6,12,2022,5,12
1216,0,2781.36,500.64,11,2022,5,12
454,0,826.23,148.72,11,2022,5,12
1174,0,436.0,78.48,12,2022,5,12
109,0,578.4,104.11,12,2022,5,12
1331,0,212.43,38.24,11,2022,5,12
1216,0,1390.68,250.32,11,2022,5,12
414,0,930.76,167.54,11,2022,5,12
454,0,552.22,99.4,11,2022,5,12
687,0,243.0,43.74,12,2022,5,12
1023,0,1828.08,329.05,11,2022,5,12
109,0,1216.5,218.97,12,2022,5,12
657,0,1992.88,358.72,1,2022,5,12
998,0,549.36,98.88,11,2022,5,12
689,0,1361.9,245.14,1,2022,5,12
106,0,1504.0,270.72,12,2022,5,12
1488,0,803.65,144.66,11,2022,5,12
877,0,825.2,0.0,12,2022,5,12
563,0,4880.44,0.0,11,2022,5,12
877,0,6120.0,0.0,12,2022,5,12
1394,0,548.55,98.74,15,2022,5,12
490,0,2499.4,449.89,12,2022,5,12
1188,0,504.3,0.0,11,2022,5,12
563,0,9004.74,0.0,11,2022,5,12
1188,0,3160.32,0.0,11,2022,5,12
790,0,146.3,26.33,12,2022,5,12
495,0,601.68,108.3,12,2022,5,12
853,0,742.62,133.67,12,2022,5,12
632,0,9655.8,1738.06,7,2022,5,12
632,0,10270.4,1848.68,7,2022,5,12
632,0,17820.0,3207.6,7,2022,5,12
295,1,32753.11,5895.56,3,2022,5,12
624,0,18921.84,3405.94,11,2022,5,12
790,0,158.4,28.51,12,2022,5,12
1125,0,1858.0,334.44,12,2022,5,12
106,0,3360.0,604.8,12,2022,5,12
568,0,2728.0,491.04,12,2022,5,12
44,0,421.1,75.8,12,2022,5,12
162,0,888.0,159.84,12,2022,5,12
228,0,2711.1,488.0,11,2022,5,12
1502,0,15802.0,2844.36,11,2022,5,12
558,0,3979.53,716.32,12,2022,5,12
162,0,1332.0,239.76,12,2022,5,12
432,0,419.64,0.0,11,2022,5,12
1023,0,2672.35,481.02,11,2022,5,12
1334,0,697.2,0.0,11,2022,5,12
1334,0,174.3,0.0,11,2022,5,12
432,0,174.85,0.0,11,2022,5,12
1334,0,464.8,0.0,11,2022,5,12
669,0,24274.0,4369.32,3,2022,5,12
997,0,726.24,130.72,11,2022,5,12
111,0,260.6,46.91,12,2022,5,12
932,0,444.0,79.92,12,2022,5,12
932,0,540.0,97.2,12,2022,5,12
81,0,223.2,40.18,12,2022,5,12
1331,0,896.2,161.32,11,2022,5,12
1331,0,1792.44,322.64,11,2022,5,12
1216,0,2317.8,417.2,11,2022,5,12
763,0,319.8,57.56,11,2022,5,12
1216,0,927.12,166.88,11,2022,5,12
1334,0,2225.1,400.52,11,2022,5,12
1216,0,1854.24,333.76,11,2022,5,12
44,0,612.2,110.2,12,2022,5,12
932,0,1540.0,277.2,12,2022,5,12
634,0,7926.4,1426.75,5,2022,5,12
1452,0,2240.0,403.2,5,2022,5,12
23,0,24009.6,4321.73,5,2022,5,12
754,0,27884.36,5019.18,3,2022,5,12
1254,0,1542.8,277.7,3,2022,5,12
624,0,364.35,65.6,11,2022,5,12
77,0,713.64,128.46,11,2022,5,12
1094,0,41.0,0.0,11,2022,5,12
77,0,6500.52,1170.09,11,2022,5,12
1334,0,1066.2,0.0,11,2022,5,12
1092,0,876.84,157.84,11,2022,5,12
1334,0,1050.72,0.0,11,2022,5,12
1216,0,3554.0,639.72,11,2022,5,12
1388,0,1156.85,208.24,11,2022,5,12
1027,0,1089.96,196.19,11,2022,5,12
746,0,1299.27,233.87,11,2022,5,12
491,0,317.49,57.15,12,2022,5,12
899,0,138.45,24.92,12,2022,5,12
1003,0,1692.2,304.6,12,2022,5,12
786,1,3989.96,718.2,3,2022,5,12
350,1,258.0,46.44,3,2022,5,12
896,0,428.1,77.06,12,2022,5,12
565,0,3339.98,0.0,12,2022,5,12
23,1,1107.0,199.26,3,2022,5,12
644,0,3522.3,634.01,9,2022,5,12
495,0,1093.0,196.74,12,2022,5,12
915,0,47916.06,8624.9,12,2022,5,12
1028,0,2800.0,504.0,6,2022,5,12
646,0,7633.28,1373.99,11,2022,5,12
537,0,376.92,67.84,11,2022,5,12
301,0,458.98,82.62,12,2022,5,12
1417,0,344.52,62.01,12,2022,5,12
826,0,346.6,62.39,9,2022,5,12
539,0,1900.0,270.0,12,2022,5,12
1287,0,947.93,170.63,11,2022,5,12
896,0,780.83,140.55,12,2022,5,12
219,0,541.0,97.38,12,2022,5,12
401,0,1203.0,216.54,12,2022,5,12
454,0,781.85,140.73,11,2022,5,12
1085,0,112.56,20.26,12,2022,5,12
1291,0,100.44,18.08,11,2022,5,12
972,0,202.34,36.42,11,2022,5,12
775,0,119.75,21.56,11,2022,5,12
685,0,705.6,127.01,12,2022,5,12
685,0,938.0,168.84,12,2022,5,12
1010,0,927.1,166.88,11,2022,5,12
1010,0,339.94,61.19,11,2022,5,12
633,0,34336.41,6180.54,11,2022,5,12
411,0,6996.0,1259.28,12,2022,5,12
646,0,5470.28,984.65,15,2022,5,12
364,0,2781.36,500.64,11,2022,5,12
997,0,2317.8,417.2,11,2022,5,12
381,0,598.8,107.78,12,2022,5,12
77,0,1841.25,331.43,11,2022,5,12
468,1,210029.0,37805.22,7,2022,5,12
77,0,475.76,85.64,11,2022,5,12
401,0,428.0,77.04,12,2022,5,12
1023,0,913.59,164.44,11,2022,5,12
333,0,880.76,158.54,11,2022,5,12
1120,0,3369.6,606.53,12,2022,5,12
997,0,726.24,130.72,11,2022,5,12
1222,0,1804.5,324.8,12,2022,5,12
1143,0,1197.54,215.56,11,2022,5,12
157,0,462.81,83.3,12,2022,5,12
942,0,1033.9,186.09,12,2022,5,12
997,0,811.25,146.03,11,2022,5,12
564,0,900.0,0.0,12,2022,5,12
285,0,55070.4,9912.68,12,2022,5,12
1145,0,1890.0,340.2,12,2022,5,12
1068,0,335.0,60.3,12,2022,5,12
1411,0,763.14,137.37,9,2022,5,12
1166,0,1712.9,308.32,12,2022,5,12
1222,0,246.0,44.28,12,2022,5,12
381,0,94.0,16.92,12,2022,5,12
1411,0,737.01,132.66,9,2022,5,12
1326,0,447.0,80.46,12,2022,5,12
301,0,2986.0,537.48,12,2022,5,12
416,0,34933.9,6288.1,9,2022,5,12
1003,0,2869.7,516.55,12,2022,5,12
340,0,8204.25,1476.77,12,2022,5,12
260,0,5403.65,0.0,12,2022,5,12
970,0,10134.5,0.0,12,2022,5,12
1051,0,4341.6,781.49,1,2022,5,12
1292,0,2040.0,367.2,12,2022,5,12
669,0,16999.77,3059.96,3,2022,5,12
1349,0,433.6,78.05,12,2022,5,12
1209,0,42991.68,7738.51,12,2022,5,12
1164,0,55564.44,10001.59,12,2022,5,12
588,0,795.0,143.1,6,2022,5,12
933,0,179.7,32.35,12,2022,5,12
378,0,654.84,117.87,1,2022,5,12
301,0,520.8,93.74,12,2022,5,12
771,0,3563.2,641.38,11,2022,5,12
377,0,6448.2,1160.68,12,2022,5,12
903,0,25500.0,4590.0,12,2022,5,12
1216,0,697.14,125.49,11,2022,5,12
1541,0,750.0,135.0,22,2022,5,12
492,0,2238.59,402.95,11,2022,5,12
716,0,283.5,51.03,12,2022,5,12
492,0,2238.59,402.95,11,2022,5,12
1503,0,1236.5,222.57,12,2022,5,12
1334,0,201.36,36.24,11,2022,5,12
1097,0,17209.5,3097.71,12,2022,5,12
1068,0,1047.5,188.55,12,2022,5,12
1492,0,3100.4,558.07,12,2022,5,12
763,0,213.76,38.48,11,2022,5,12
72,0,1911.4,344.05,12,2022,5,12
1339,0,3840.0,691.2,12,2022,5,12
1050,0,4498.5,809.73,5,2022,5,12
632,0,68637.6,12354.74,7,2022,5,12
255,0,1984.0,0.0,3,2022,5,12
10,0,15256.26,2746.13,1,2022,5,12
822,0,3863.0,695.34,15,2022,5,12
2,0,313.5,56.43,12,2022,5,12
877,0,204.0,0.0,12,2022,5,12
646,0,4324.51,778.41,15,2022,5,12
716,0,110.0,19.8,12,2022,5,12
1363,0,5330.0,959.4,12,2022,5,12
991,0,686.72,123.61,11,2022,5,12
716,0,452.8,81.5,12,2022,5,12
853,0,676.8,121.82,12,2022,5,12
158,0,400.0,72.0,12,2022,5,12
1291,0,4957.44,892.34,11,2022,5,12
877,0,260.5,0.0,12,2022,5,12
10,0,15256.26,2746.13,1,2022,5,12
1010,0,395.04,71.11,11,2022,5,12
1324,0,605.0,108.9,12,2022,5,12
858,0,679.6,122.33,12,2022,5,12
81,0,467.47,84.14,12,2022,5,12
111,0,36.8,6.62,12,2022,5,12
1332,0,857.8,154.4,11,2022,5,12
647,0,926.64,166.8,11,2022,5,12
1220,0,1237.32,222.72,11,2022,5,12
858,0,1545.2,278.14,11,2022,5,12
671,0,1227.66,220.98,11,2022,5,12
135,0,672.15,120.99,11,2022,5,12
394,0,2190.06,394.21,11,2022,5,12
1279,0,1908.09,343.46,11,2022,5,12
808,0,8228.19,1481.07,15,2022,5,12
669,0,1664.0,299.52,6,2022,5,12
669,0,25280.0,4550.4,6,2022,5,12
1445,0,1353.0,243.54,9,2022,5,12
669,0,19250.0,3465.0,6,2022,5,12
1016,0,3500.0,630.0,12,2022,5,12
246,0,2373.2,427.17,6,2022,5,12
1275,0,4560.0,820.8,6,2022,5,12
423,0,2470.0,444.6,6,2022,5,12
1209,0,200856.04,36154.08,12,2022,5,12
1254,0,509.0,91.62,9,2022,5,12
1313,0,1520.0,273.6,9,2022,5,12
1124,0,2197.0,0.0,12,2022,5,12
1320,0,1058.0,190.44,9,2022,5,12
455,0,102815.8,18506.85,11,2022,5,12
708,0,2549.6,458.93,11,2022,5,12
1310,0,85377.75,15368.0,11,2022,5,12
454,0,2036.02,366.48,11,2022,5,12
454,0,2036.02,366.48,11,2022,5,12
454,0,2036.02,366.48,11,2022,5,12
454,0,1495.2,269.14,11,2022,5,12
454,0,550.82,99.15,11,2022,5,12
929,0,869.25,156.47,11,2022,5,12
275,0,13248.6,2384.75,3,2022,5,12
647,0,463.18,83.37,11,2022,5,12
454,0,756.69,136.2,11,2022,5,12
197,0,500.0,90.0,12,2022,5,12
1173,0,3106.76,559.22,1,2022,5,12
1437,0,4609.9,829.78,1,2022,5,12
1068,0,25938.85,4668.99,12,2022,5,12
43,0,7050.0,1269.0,9,2022,5,12
584,0,6782.6,1220.87,1,2022,5,12
668,0,14620.0,2631.6,11,2022,5,12
1394,0,40789.2,7342.06,15,2022,5,12
515,0,1338.48,240.93,11,2022,5,12
224,0,10552.0,1899.36,12,2022,5,12
109,0,2406.0,433.08,12,2022,5,12
1286,0,488.0,0.0,11,2022,5,12
309,0,1042.5,187.54,12,2022,5,12
1281,0,12770.48,2298.69,12,2022,5,12
1281,0,599.88,107.98,12,2022,5,12
1281,0,746.04,134.29,12,2022,5,12
1281,0,2093.0,376.74,12,2022,5,12
1348,0,3754.17,675.75,15,2022,5,12
1288,0,12750.0,2295.0,9,2022,5,12
427,0,32193.56,5794.84,1,2022,5,12
1159,0,2468.75,444.38,9,2022,5,12
1535,0,3188.64,573.96,7,2022,5,12
1374,0,7800.0,1404.0,3,2022,5,12
440,0,4737.08,0.0,11,2022,5,12
444,0,2616.5,0.0,11,2022,5,12
1479,0,3102.5,558.45,12,2022,5,12
1479,0,8023.8,1444.28,12,2022,5,12
564,0,19123.63,0.0,11,2022,5,12
420,0,4017.12,723.08,1,2022,5,12
1192,0,11203.36,2016.6,11,2022,5,12
1192,0,3371.09,606.8,12,2022,5,12
1192,0,3210.0,577.8,12,2022,5,12
363,0,1610.1,289.82,9,2022,5,12
363,0,5423.6,976.25,3,2022,5,12
1283,0,57436.87,10338.64,3,2022,5,12
1021,0,384.5,69.21,11,2022,5,12
3,0,795.6,143.21,12,2022,5,12
891,0,16261.0,2926.98,12,2022,5,12
3,0,854.3,153.77,12,2022,5,12
1339,0,1329.0,239.22,12,2022,5,12
1086,0,580.28,104.45,2,2022,5,12
668,0,1333.56,240.04,11,2022,5,12
668,0,1154.45,207.8,11,2022,5,12
1286,0,1050.52,0.0,11,2022,5,12
1265,0,3659.2,658.66,6,2022,5,12
360,0,580.88,104.56,11,2022,5,12
858,0,1052.52,189.45,11,2022,5,12
858,0,532.16,95.79,11,2022,5,12
1010,0,898.52,161.73,11,2022,5,12
998,0,547.2,98.5,11,2022,5,12
1465,0,1016.7,183.01,0,2022,5,12
899,0,1080.0,194.4,12,2022,5,12
1299,0,550.62,99.11,11,2022,5,12
649,1,4188.88,754.0,11,2022,5,12
685,0,310.0,55.8,12,2022,5,12
1149,0,775.16,139.53,12,2022,5,12
649,1,5284.2,951.16,11,2022,5,12
1023,0,361.71,65.11,11,2022,5,12
649,1,4188.88,754.0,11,2022,5,12
649,1,4227.36,760.92,11,2022,5,12
1149,0,2219.0,399.42,12,2022,5,12
1324,0,598.34,107.69,12,2022,5,12
718,0,784.38,141.19,11,2022,5,12
301,0,200.66,36.12,12,2022,5,12
790,0,528.4,95.11,12,2022,5,12
214,0,459.0,82.62,9,2022,5,12
1319,0,1085.2,195.34,11,2022,5,12
423,0,1520.0,273.6,6,2022,5,12
438,0,2968.36,534.31,11,2022,5,12
649,1,5236.1,942.5,11,2022,5,12
1319,0,10085.28,1815.35,11,2022,5,12
1473,0,957.9,172.42,9,2022,5,12
825,0,320.16,57.62,11,2022,5,12
385,0,1199.45,215.9,11,2022,5,12
1343,0,1758.64,316.55,11,2022,5,12
1038,0,1615.05,290.71,11,2022,5,12
899,0,540.0,97.2,12,2022,5,12
1331,0,1374.92,247.49,11,2022,5,12
106,0,107.37,19.34,12,2022,5,12
115,0,2272.75,409.1,4,2022,5,12
1038,0,2657.28,478.32,11,2022,5,12
1299,0,626.46,112.76,11,2022,5,12
771,0,5104.6,918.83,11,2022,5,12
84,0,1436.1,258.5,12,2022,5,12
1249,0,305.2,54.94,11,2022,5,12
1271,0,552.0,99.36,14,2022,5,12
887,0,1887.6,339.77,14,2022,5,12
271,0,640.0,115.2,12,2022,5,12
507,0,2525.2,454.54,11,2022,5,12
649,1,4189.2,754.06,11,2022,5,12
162,0,121.5,21.87,12,2022,5,12
877,0,727.5,0.0,12,2022,5,12
26,0,1000.0,180.0,12,2022,5,12
158,0,1120.02,0.0,12,2022,5,12
917,0,73.66,0.0,12,2022,5,12
438,0,587.08,105.67,11,2022,5,12
1220,0,327.99,59.04,11,2022,5,12
455,1,161616.0,29090.88,11,2022,5,12
301,0,262.12,47.17,12,2022,5,12
1220,0,1070.32,192.66,11,2022,5,12
1220,0,1253.81,225.69,12,2022,5,12
1220,0,4234.34,762.18,15,2022,5,12
1076,0,461.4,83.05,11,2022,5,12
1497,0,530.62,95.51,11,2022,5,12
92,0,2910.0,523.8,6,2022,5,12
1149,0,780.0,140.4,12,2022,5,12
669,0,5796.0,1043.28,6,2022,5,12
669,0,2700.0,486.0,3,2022,5,12
558,0,643.07,115.75,12,2022,5,12
669,0,2400.0,432.0,3,2022,5,12
1473,0,69749.0,12554.82,9,2022,5,12
1364,0,1627.0,292.86,9,2022,5,12
1364,0,1133.0,203.94,9,2022,5,12
843,0,8320.0,1497.6,3,2022,5,12
664,0,2345.45,422.18,11,2022,5,12
1475,0,4037.25,726.71,11,2022,5,12
1417,0,688.12,123.86,12,2022,5,12
1265,0,1675.8,301.64,6,2022,5,12
367,0,2100.0,378.0,6,2022,5,12
203,0,1729.47,311.3,11,2022,5,12
203,0,1729.47,311.3,11,2022,5,12
203,0,1729.47,311.3,11,2022,5,12
771,0,599.82,107.97,11,2022,5,12
701,0,6594.18,1186.95,15,2022,5,12
203,0,1729.47,311.3,11,2022,5,12
701,0,5863.63,1055.45,15,2022,5,12
746,0,697.15,125.49,11,2022,5,12
106,0,236.12,42.5,12,2022,5,12
131,0,8375.0,1507.5,9,2022,5,12
746,0,398.35,71.7,11,2022,5,12
1324,0,393.64,70.87,12,2022,5,12
1442,0,675.0,121.5,12,2022,5,12
1044,0,6532.0,1175.76,3,2022,5,12
746,0,1611.2,290.02,11,2022,5,12
1298,0,1250.0,225.0,14,2022,5,12
669,0,10072.85,1813.11,3,2022,5,12
1265,0,3737.63,672.78,3,2022,5,12
665,0,1308.16,235.47,3,2022,5,12
381,0,99.3,17.87,12,2022,5,12
507,0,991.42,178.46,11,2022,5,12
669,0,47389.77,8530.15,3,2022,5,12
106,0,190.17,34.23,12,2022,5,12
1080,0,2647.6,476.57,1,2022,5,12
1010,0,983.74,177.08,11,2022,5,12
1003,0,144.0,25.92,12,2022,5,12
1026,0,1384.2,249.16,11,2022,5,12
1442,0,2025.0,364.5,12,2022,5,12
106,0,185.98,33.47,12,2022,5,12
1488,0,2103.96,378.71,11,2022,5,12
1497,0,466.9,84.04,5,2022,5,12
683,0,2840.0,511.2,5,2022,5,12
360,0,1594.28,286.97,15,2022,5,12
238,0,2738.21,492.88,15,2022,5,12
507,0,5042.38,907.63,11,2022,5,12
1473,0,1668.0,300.24,9,2022,5,12
1473,0,767.0,138.06,9,2022,5,12
997,0,3555.46,639.98,11,2022,5,12
495,0,743.5,133.83,12,2022,5,12
162,0,330.0,59.4,12,2022,5,12
1473,0,8822.5,1588.05,9,2022,5,12
271,0,320.0,57.6,12,2022,5,12
933,0,626.65,112.8,12,2022,5,12
933,0,626.65,112.8,12,2022,5,12
184,0,4491.72,808.5,14,2022,5,12
1010,0,1394.28,250.97,11,2022,5,12
858,0,462.5,83.25,12,2022,5,12
858,0,172.8,31.1,12,2022,5,12
788,0,1217.9,219.23,11,2022,5,12
497,0,4128.0,743.04,3,2022,5,12
1023,0,8555.41,1539.97,11,2022,5,12
1328,0,2400.0,432.0,3,2022,5,12
1328,0,2400.0,432.0,3,2022,5,12
1023,0,183.97,33.11,11,2022,5,12
858,0,370.18,66.63,11,2022,5,12
495,0,1299.0,233.82,12,2022,5,12
438,0,968.25,174.29,11,2022,5,12
932,0,1764.0,317.52,12,2022,5,12
858,0,1569.84,282.58,11,2022,5,12
998,0,122.4,22.04,11,2022,5,12
1249,0,1820.3,327.65,11,2022,5,12
1249,0,1007.0,181.26,11,2022,5,12
997,0,950.8,171.14,11,2022,5,12
1249,0,2380.56,428.5,11,2022,5,12
790,0,1204.04,216.73,12,2022,5,12
507,0,10564.49,1901.61,11,2022,5,12
1265,0,1985.0,357.3,6,2022,5,12
1467,0,17118.8,3081.38,11,2022,5,12
858,0,2689.56,484.12,11,2022,5,12
858,0,528.28,95.09,11,2022,5,12
1023,0,367.94,66.23,11,2022,5,12
1222,0,48.48,8.73,12,2022,5,12
1222,0,662.34,119.22,12,2022,5,12
858,0,257.6,46.37,12,2022,5,12
580,0,8337.6,1500.77,12,2022,5,12
858,0,230.4,41.47,12,2022,5,12
858,0,966.0,173.88,12,2022,5,12
1149,0,150.0,27.0,12,2022,5,12
182,0,72000.0,12960.0,6,2022,5,12
1028,0,2150.0,387.0,6,2022,5,12
301,0,132.6,23.87,12,2022,5,12
858,0,254.0,45.72,12,2022,5,12
858,0,386.4,69.55,12,2022,5,12
858,0,483.0,86.94,12,2022,5,12
1265,0,5805.0,1044.9,3,2022,5,12
1249,0,577.2,103.9,11,2022,5,12
1275,0,3440.0,619.2,3,2022,5,12
1237,0,886.0,159.48,3,2022,5,12
858,0,2415.0,434.7,12,2022,5,12
1070,0,40480.52,7286.49,1,2022,5,12
1216,0,522.9,94.11,11,2022,5,12
565,0,75.0,0.0,12,2022,5,12
1292,0,1194.0,214.92,12,2022,5,12
823,0,10450.0,1881.0,12,2022,5,12
1038,0,4106.52,739.17,11,2022,5,12
956,0,833.6,150.05,12,2022,5,12
956,0,3271.9,588.94,12,2022,5,12
1334,0,8970.0,0.0,12,2022,5,12
770,0,2475.0,445.5,12,2022,5,12
1254,0,1506.0,271.08,3,2022,5,12
438,0,2045.54,368.2,11,2022,5,12
106,0,180.29,32.45,12,2022,5,12
1116,0,5875.34,1057.56,11,2022,5,12
1309,0,672.32,121.01,11,2022,5,12
1497,0,319.4,57.49,11,2022,5,12
1254,0,2943.0,529.74,3,2022,5,12
386,0,5550.0,999.0,11,2022,5,12
1312,0,8525.0,1534.5,12,2022,5,12
1312,0,1000.8,180.14,12,2022,5,12
1205,0,2955.24,531.94,11,2022,5,12
1504,0,188.55,33.94,11,2022,5,12
642,0,49615.2,8930.73,11,2022,5,12
408,0,8295.6,1493.21,11,2022,5,12
144,0,6892.5,1240.65,3,2022,5,12
1216,0,339.2,61.06,11,2022,5,12
1050,0,10472.0,1884.96,5,2022,5,12
1236,0,8215.0,1478.7,3,2022,5,12
39,0,3463.76,623.48,1,2022,5,12
486,0,165.12,29.72,12,2022,5,12
401,0,13766.22,2477.92,12,2022,5,12
665,0,990.0,178.2,3,2022,5,12
214,0,45149.53,8126.92,9,2022,5,12
44,0,369.04,66.43,12,2022,5,12
662,0,3832.0,689.76,1,2022,5,12
485,0,721.8,129.92,12,2022,5,12
485,0,920.88,165.76,12,2022,5,12
544,0,29039.1,5227.04,3,2022,5,12
1073,0,245.2,44.14,12,2022,5,12
486,0,1890.0,340.2,12,2022,5,12
1149,0,1170.0,210.6,12,2022,5,12
1411,0,18936.65,3408.6,15,2022,5,12
299,0,1274.34,229.38,2,2022,5,12
858,0,508.5,91.53,12,2022,5,12
1149,0,308.0,55.44,12,2022,5,12
162,0,142.56,25.66,12,2022,5,12
203,0,5964.44,1073.6,11,2022,5,12
518,0,18359.04,3304.63,12,2022,5,12
1250,0,2522.0,453.96,12,2022,5,12
554,0,3865.79,695.84,12,2022,5,12
843,0,98.4,17.71,12,2022,5,12
1039,0,2458.0,442.44,12,2022,5,12
492,0,6551.72,1179.31,11,2022,5,12
589,0,3360.0,604.8,9,2022,5,12
1064,0,480.0,86.4,12,2022,5,12
1270,0,1985.5,357.39,6,2022,5,12
1327,0,2306.88,415.24,9,2022,5,12
722,0,2099.16,0.0,11,2022,5,12
1531,0,1985.0,357.3,6,2022,5,12
775,0,1885.5,339.39,11,2022,5,12
775,0,3016.8,543.02,11,2022,5,12
775,0,3016.8,543.02,11,2022,5,12
775,0,2316.8,417.02,11,2022,5,12
530,0,1554.0,279.72,12,2022,5,12
1319,0,243.77,43.88,11,2022,5,12
1319,0,268.59,48.35,11,2022,5,12
1341,0,7104.32,1278.78,11,2022,5,12
458,0,6348.6,1142.75,11,2022,5,12
495,0,734.4,132.19,12,2022,5,12
734,0,3472.0,624.96,6,2022,5,12
790,0,633.56,114.04,12,2022,5,12
643,0,2962.96,533.33,15,2022,5,12
747,0,1707.3,307.31,14,2022,5,12
184,0,12779.8,2300.36,7,2022,5,12
1473,0,1246.1,224.3,9,2022,5,12
219,0,816.8,147.02,12,2022,5,12
674,1,370790.0,66742.2,3,2022,5,12
1176,0,950.0,171.0,14,2022,5,12
734,0,2604.0,468.72,6,2022,5,12
1099,0,4914.6,884.63,12,2022,5,12
855,0,2460.0,442.8,12,2022,5,12
1166,0,2664.0,479.52,12,2022,5,12
568,0,2165.96,389.87,12,2022,5,12
776,0,247.2,44.5,11,2022,5,12
788,0,216.96,39.05,11,2022,5,12
551,0,6274.0,1129.32,3,2022,5,12
111,0,199.5,35.91,9,2022,5,12
84,0,147.6,26.57,12,2022,5,12
932,0,600.0,108.0,12,2022,5,12
162,0,10136.0,1824.48,12,2022,5,12
1216,0,2308.8,415.58,11,2022,5,12
933,0,4233.6,762.05,12,2022,5,12
568,0,1393.0,250.74,12,2022,5,12
788,0,208.8,37.58,11,2022,5,12
772,0,432.8,77.9,11,2022,5,12
1327,0,1152.0,207.36,9,2022,5,12
1327,0,235.8,42.44,9,2022,5,12
1064,0,300.0,54.0,12,2022,5,12
1143,0,1045.8,188.24,11,2022,5,12
1363,1,88863.0,0.0,12,2022,5,12
