RUC_PROVEEDOR,TIPO_PROCEDIMIENTO,SUB_TOTAL,IGV,ACUERDO_MARCO,year,month,day
1220,0,13910.25,2503.85,11,2022,5,12
1322,0,1795.15,323.13,11,2022,5,12
373,0,1031.12,185.6,11,2022,5,12
1495,0,1818.75,327.38,12,2022,5,12
338,0,186.0,33.48,12,2022,5,12
896,0,624.0,112.32,12,2022,5,12
338,0,180.0,32.4,12,2022,5,12
338,0,380.0,68.4,12,2022,5,12
338,0,760.0,136.8,12,2022,5,12
1292,0,14280.0,2570.4,12,2022,5,12
338,0,1200.0,216.0,12,2022,5,12
338,0,1200.0,216.0,12,2022,5,12
756,0,1916.7,345.01,12,2022,5,12
763,0,2353.68,423.66,11,2022,5,12
1073,0,1330.0,239.4,12,2022,5,12
461,0,2880.0,518.4,12,2022,5,12
1100,0,1845.0,332.1,12,2022,5,12
1312,0,3368.8,606.38,12,2022,5,12
1143,0,1579.92,284.4,11,2022,5,12
1324,0,337.8,60.8,12,2022,5,12
302,0,1053.0,189.54,12,2022,5,12
1136,0,7094.35,1276.98,12,2022,5,12
641,0,9057.99,1630.47,12,2022,5,12
1143,0,433.92,78.12,11,2022,5,12
454,0,792.15,142.59,11,2022,5,12
33,0,770.0,138.6,12,2022,5,12
10,0,1000.0,180.0,12,2022,5,12
1324,0,350.0,63.0,12,2022,5,12
53,0,30131.86,5423.74,1,2022,5,12
23,0,17449.6,3140.93,1,2022,5,12
378,0,4509.36,811.68,1,2022,5,12
1130,0,12255.2,2205.94,1,2022,5,12
1437,0,3436.94,618.65,1,2022,5,12
1521,0,31593.28,5686.79,1,2022,5,12
861,0,18680.0,3362.4,11,2022,5,12
1342,0,1020.0,183.6,12,2022,5,12
1443,0,12150.0,2187.0,12,2022,5,12
1166,0,1118.1,201.26,12,2022,5,12
952,0,2578.05,464.05,3,2022,5,12
165,0,660.0,118.8,2,2022,5,12
1505,0,861.1,155.0,12,2022,5,12
855,0,1871.75,336.92,12,2022,5,12
1498,0,3217.15,579.09,11,2022,5,12
1498,0,1429.72,257.35,11,2022,5,12
1498,0,1681.2,302.62,11,2022,5,12
1166,0,835.75,150.43,12,2022,5,12
302,0,1123.38,202.21,12,2022,5,12
44,0,767.55,138.16,12,2022,5,12
509,0,989.88,178.18,1,2022,5,12
603,0,626.9,112.84,11,2022,5,12
763,0,762.14,137.19,11,2022,5,12
1257,0,24694.4,4444.99,3,2022,5,12
763,0,762.14,137.19,11,2022,5,12
603,0,27413.19,4934.38,11,2022,5,12
581,0,45000.0,8100.0,12,2022,5,12
770,0,228189.88,41074.18,11,2022,5,12
290,0,1066.25,191.93,12,2022,5,12
1408,0,26430.24,4757.44,1,2022,5,12
338,0,827.1,148.88,12,2022,5,12
338,0,364.0,65.52,12,2022,5,12
338,0,354.0,63.72,12,2022,5,12
338,0,310.0,55.8,12,2022,5,12
338,0,301.0,54.18,12,2022,5,12
338,0,3708.0,667.44,12,2022,5,12
338,0,240.0,43.2,12,2022,5,12
410,0,59.0,10.62,12,2022,5,12
818,0,413.6,74.45,1,2022,5,12
581,0,9807.0,1765.26,12,2022,5,12
1319,0,425.9,76.59,11,2022,5,12
338,0,60.0,10.8,12,2022,5,12
338,0,129.5,23.31,12,2022,5,12
338,0,160.0,28.8,12,2022,5,12
338,0,128.0,23.04,12,2022,5,12
62,0,87.0,15.66,12,2022,5,12
338,0,196.0,35.28,12,2022,5,12
338,0,196.0,35.28,12,2022,5,12
400,0,1452.9,261.52,14,2022,5,12
338,0,1200.0,216.0,12,2022,5,12
997,0,14570.4,2622.67,11,2022,5,12
321,0,493.14,88.77,11,2022,5,12
1399,0,14035.6,2526.41,12,2022,5,12
942,0,6909.78,1243.76,12,2022,5,12
338,0,248.0,44.64,12,2022,5,12
356,0,2198.0,395.64,12,2022,5,12
1345,0,2244.0,403.92,12,2022,5,12
338,0,248.0,44.64,12,2022,5,12
338,0,339.0,61.02,12,2022,5,12
338,0,248.0,44.64,12,2022,5,12
581,0,318.8,57.38,12,2022,5,12
62,0,1510.2,271.84,12,2022,5,12
338,0,161.4,29.05,12,2022,5,12
338,0,3255.0,585.9,12,2022,5,12
381,0,15855.35,2853.96,12,2022,5,12
338,0,450.0,81.0,12,2022,5,12
410,0,478.0,86.04,12,2022,5,12
338,0,225.0,40.5,12,2022,5,12
338,0,453.0,81.54,12,2022,5,12
401,0,13363.2,2405.38,12,2022,5,12
338,0,452.0,81.36,12,2022,5,12
410,0,229.0,41.22,12,2022,5,12
310,0,3520.0,633.6,12,2022,5,12
338,0,238.0,42.84,12,2022,5,12
1160,0,1920.0,345.6,12,2022,5,12
581,0,2520.0,453.6,12,2022,5,12
845,0,2077.0,373.86,12,2022,5,12
338,0,8836.5,1590.57,12,2022,5,12
338,0,2020.0,363.6,12,2022,5,12
383,0,2719.84,489.57,1,2022,5,12
1293,0,160.0,28.8,0,2022,5,12
1443,0,225.4,40.57,12,2022,5,12
818,0,4199.84,755.97,1,2022,5,12
855,0,105.43,18.98,12,2022,5,12
468,0,6787.44,1221.74,1,2022,5,12
805,0,19658.82,3538.59,1,2022,5,12
384,0,1449.56,260.92,1,2022,5,12
1324,0,577.8,104.0,12,2022,5,12
947,0,2002.48,360.45,1,2022,5,12
302,0,804.56,144.82,12,2022,5,12
1103,0,2177.6,391.97,12,2022,5,12
993,0,1680.8,302.54,11,2022,5,12
474,0,384.0,69.12,12,2022,5,12
1092,0,1013.12,182.36,11,2022,5,12
1222,0,5928.0,1067.04,12,2022,5,12
1078,0,2540.48,457.29,11,2022,5,12
770,0,454.98,81.9,11,2022,5,12
1521,0,55073.12,9913.16,1,2022,5,12
338,0,238.0,42.84,12,2022,5,12
454,0,1320.25,237.65,11,2022,5,12
521,0,1077.3,193.91,12,2022,5,12
569,0,1120.8,201.74,11,2022,5,12
1417,0,2080.0,374.4,12,2022,5,12
17,0,4305.6,775.01,9,2022,5,12
17,0,7998.48,1439.73,9,2022,5,12
1473,0,3157.44,568.34,9,2022,5,12
1473,0,6033.36,1086.0,9,2022,5,12
1087,0,1095.4,197.17,11,2022,5,12
1092,0,2956.47,532.16,11,2022,5,12
998,0,4589.61,826.13,11,2022,5,12
254,0,1353.82,243.69,11,2022,5,12
1307,0,896.03,161.28,12,2022,5,12
1136,0,16646.0,2996.28,12,2022,5,12
1136,0,20590.0,3706.2,12,2022,5,12
1254,0,728.0,0.0,7,2022,5,12
1307,0,849.55,152.92,12,2022,5,12
542,0,830.0,149.4,7,2022,5,12
1235,0,3322.0,597.96,7,2022,5,12
1506,0,1717.28,309.12,11,2022,5,12
1072,0,560.0,100.8,7,2022,5,12
1540,0,2702.7,486.49,7,2022,5,12
1072,0,1818.9,327.4,7,2022,5,12
1072,0,3045.6,548.21,7,2022,5,12
1072,0,680.0,122.4,7,2022,5,12
1254,0,416.0,0.0,7,2022,5,12
542,0,294.0,52.92,7,2022,5,12
1235,0,2718.0,489.24,7,2022,5,12
1072,0,200.0,36.0,7,2022,5,12
1072,0,12684.0,2283.12,7,2022,5,12
1339,0,1221.5,219.87,12,2022,5,12
624,0,4690.53,844.3,11,2022,5,12
558,0,2127.56,382.96,12,2022,5,12
57,1,71450.0,12861.0,6,2022,5,12
877,0,1093.36,0.0,12,2022,5,12
1090,0,16100.0,2898.0,6,2022,5,12
1090,0,11440.65,2059.32,6,2022,5,12
817,0,2067.44,372.14,11,2022,5,12
1090,0,22870.0,4116.6,6,2022,5,12
1090,0,26055.5,4690.0,6,2022,5,12
401,1,60813.32,10946.4,12,2022,5,12
998,0,1906.1,343.1,11,2022,5,12
558,0,2790.5,502.29,12,2022,5,12
137,0,1380.36,248.46,11,2022,5,12
301,0,364.5,65.61,12,2022,5,12
301,0,564.5,101.61,12,2022,5,12
1417,0,168.04,30.25,12,2022,5,12
1322,0,5074.94,913.49,15,2022,5,12
1143,0,1038.72,186.97,11,2022,5,12
811,0,1040.0,187.2,12,2022,5,12
440,0,1535.0,0.0,12,2022,5,12
1503,0,18200.72,3276.13,12,2022,5,12
378,0,2565.68,461.82,1,2022,5,12
408,0,491.48,88.47,11,2022,5,12
1501,0,952.68,171.48,11,2022,5,12
747,0,2296.8,413.42,12,2022,5,12
800,0,11255.8,2026.04,9,2022,5,12
717,0,326.4,58.75,3,2022,5,12
1501,0,1932.9,347.92,11,2022,5,12
850,0,1678.95,302.21,11,2022,5,12
286,0,3460.0,622.8,9,2022,5,12
768,0,3347.45,602.54,11,2022,5,12
454,0,20032.27,3605.81,11,2022,5,12
1299,0,1419.7,255.55,11,2022,5,12
827,0,21452.11,3861.39,11,2022,5,12
1409,0,1125.3,202.55,9,2022,5,12
137,0,762.14,137.19,11,2022,5,12
718,0,1143.21,205.78,11,2022,5,12
1516,0,2098.5,377.73,6,2022,5,12
643,0,59794.65,10763.04,15,2022,5,12
1508,1,3400.0,612.0,5,2022,5,12
420,0,2620.8,471.74,1,2022,5,12
88,0,760.0,136.8,3,2022,5,12
646,0,5643.83,1015.89,15,2022,5,12
853,0,1207.6,217.37,12,2022,5,12
301,0,459.87,82.78,12,2022,5,12
360,0,6611.74,1190.11,11,2022,5,12
854,0,377.0,67.86,12,2022,5,12
17,0,640.0,115.2,12,2022,5,12
854,0,207.6,37.37,12,2022,5,12
1473,0,267.2,48.1,9,2022,5,12
321,0,2204.2,396.76,11,2022,5,12
554,0,311.28,56.03,12,2022,5,12
1473,0,433.5,78.03,9,2022,5,12
456,0,4032.75,725.9,11,2022,5,12
345,0,1001.19,180.21,2,2022,5,12
746,0,1288.48,231.93,11,2022,5,12
843,0,1342.5,241.65,12,2022,5,12
746,0,234.62,42.23,11,2022,5,12
685,0,1136.0,204.48,12,2022,5,12
790,0,194.9,35.08,14,2022,5,12
685,0,1420.0,255.6,12,2022,5,12
418,0,508.0,91.44,12,2022,5,12
418,0,559.68,100.74,12,2022,5,12
206,0,38464.0,6923.52,12,2022,5,12
321,0,221.2,39.8,11,2022,5,12
1346,0,252.0,45.36,6,2022,5,12
321,0,792.04,142.57,11,2022,5,12
673,0,4227.72,0.0,11,2022,5,12
558,0,1022.06,183.97,12,2022,5,12
1339,0,2611.32,470.04,12,2022,5,12
381,0,1209.0,217.62,12,2022,5,12
577,0,3442.5,619.65,10,2022,5,12
1507,0,531.6,95.69,12,2022,5,12
1003,0,4758.76,856.58,12,2022,5,12
2,0,5194.83,0.0,12,2022,5,12
746,0,962.88,173.32,11,2022,5,12
1409,0,709.2,127.66,9,2022,5,12
1119,0,873.0,157.14,9,2022,5,12
687,0,414.0,74.52,12,2022,5,12
1324,0,2173.3,391.19,12,2022,5,12
1246,0,680.4,122.47,6,2022,5,12
507,0,5164.56,929.62,11,2022,5,12
507,0,2624.15,472.35,11,2022,5,12
388,0,1532.48,275.85,1,2022,5,12
483,0,2976.24,535.73,1,2022,5,12
23,0,720.0,129.6,6,2022,5,12
790,0,970.5,174.69,12,2022,5,12
507,0,2454.2,441.76,11,2022,5,12
109,0,1478.0,266.04,12,2022,5,12
507,0,5851.75,1053.32,11,2022,5,12
418,0,2613.0,470.34,12,2022,5,12
210,0,184.0,33.12,12,2022,5,12
1531,0,504.0,90.72,6,2022,5,12
1133,0,132.26,23.81,12,2022,5,12
125,0,504.0,90.72,6,2022,5,12
256,0,1730.0,311.4,3,2022,5,12
72,0,1057.28,190.31,1,2022,5,12
34,0,1620.14,291.61,12,2022,5,12
1143,0,596.19,107.31,11,2022,5,12
328,0,20000.0,0.0,0,2022,5,12
34,0,4002.0,720.36,12,2022,5,12
454,0,898.23,161.68,11,2022,5,12
575,0,2369.6,426.53,3,2022,5,12
511,0,405.0,72.9,12,2022,5,12
454,0,598.82,107.79,11,2022,5,12
1452,0,6337.86,1140.81,5,2022,5,12
553,0,3945.76,710.24,6,2022,5,12
1218,0,556.02,0.0,15,2022,5,12
537,0,332.16,59.77,11,2022,5,12
454,0,1137.84,204.81,11,2022,5,12
1143,0,897.42,161.53,11,2022,5,12
966,0,3604.36,648.78,1,2022,5,12
301,0,269.0,48.42,12,2022,5,12
429,0,452.06,81.37,11,2022,5,12
1312,0,1269.3,228.46,12,2022,5,12
1299,0,1378.58,248.14,11,2022,5,12
364,0,762.15,137.19,11,2022,5,12
364,0,762.15,137.19,11,2022,5,12
454,0,898.23,161.68,11,2022,5,12
1010,0,2951.5,531.27,11,2022,5,12
1401,0,4140.0,745.2,9,2022,5,12
495,0,14850.6,2673.11,11,2022,5,12
23,0,20080.0,3614.4,6,2022,5,12
68,0,2146.0,0.0,3,2022,5,12
394,0,4780.87,860.56,8,2022,5,12
127,0,725.0,130.5,3,2022,5,12
1312,0,14795.0,2663.1,12,2022,5,12
2,0,1080.0,0.0,12,2022,5,12
308,0,2030.0,365.4,14,2022,5,12
1220,0,1195.33,215.16,12,2022,5,12
1313,0,69110.0,12439.8,9,2022,5,12
123,0,730.0,131.4,9,2022,5,12
1148,0,165.3,29.75,12,2022,5,12
321,0,1108.6,199.55,11,2022,5,12
252,0,131.4,23.65,12,2022,5,12
965,0,636.0,114.48,10,2022,5,12
1363,0,256.0,46.08,12,2022,5,12
1143,0,8454.6,1521.83,11,2022,5,12
1465,0,8998.5,1619.73,0,2022,5,12
454,0,7957.8,1432.4,11,2022,5,12
492,0,12722.31,2290.02,15,2022,5,12
1165,0,2183.69,393.04,12,2022,5,12
507,0,30858.03,5554.44,11,2022,5,12
811,0,2376.0,427.68,12,2022,5,12
1521,0,34908.48,6283.53,1,2022,5,12
165,0,3600.0,648.0,6,2022,5,12
1409,0,561.0,100.98,9,2022,5,12
1332,0,3301.7,594.31,11,2022,5,12
115,0,6060.0,1090.8,2,2022,5,12
746,0,795.9,143.26,11,2022,5,12
401,0,2316.0,416.88,12,2022,5,12
394,0,1544.4,277.99,11,2022,5,12
739,0,1708.4,307.51,12,2022,5,12
1546,0,784.8,141.26,6,2022,5,12
1003,0,7078.2,1274.08,12,2022,5,12
891,0,357.92,64.43,12,2022,5,12
585,0,6370.5,1146.69,9,2022,5,12
1322,0,1044.51,188.01,11,2022,5,12
70,0,109.65,19.74,12,2022,5,12
70,0,5356.4,964.15,11,2022,5,12
763,0,4572.84,823.11,11,2022,5,12
1327,0,933.0,167.94,9,2022,5,12
1116,0,1059.55,190.72,11,2022,5,12
1116,0,1059.55,190.72,11,2022,5,12
1143,0,2715.0,488.7,11,2022,5,12
1143,0,2307.75,415.4,11,2022,5,12
1495,0,1762.56,317.26,12,2022,5,12
942,0,24435.6,4398.41,15,2022,5,12
44,0,1037.9,186.82,12,2022,5,12
746,0,940.8,169.34,11,2022,5,12
1138,0,2395.42,431.18,1,2022,5,12
1363,0,720.0,129.6,12,2022,5,12
1501,0,1091.52,196.47,11,2022,5,12
1135,0,32400.0,5832.0,6,2022,5,12
401,0,3038.23,546.88,12,2022,5,12
361,0,1234.0,222.12,12,2022,5,12
854,0,173.0,31.14,12,2022,5,12
1507,0,984.48,177.21,12,2022,5,12
1220,0,1484.82,267.27,12,2022,5,12
381,0,1030.32,185.46,12,2022,5,12
511,0,145.0,26.1,12,2022,5,12
746,0,635.5,114.39,11,2022,5,12
1174,0,6736.0,1212.48,12,2022,5,12
1104,0,1083.2,194.99,12,2022,5,12
1448,0,177.2,31.9,12,2022,5,12
854,0,173.0,31.14,12,2022,5,12
1099,0,1172.35,211.02,12,2022,5,12
714,0,10172.16,1830.98,11,2022,5,12
902,0,2000.0,360.0,6,2022,5,12
1220,1,99934.72,17988.25,15,2022,5,12
902,0,10000.0,1800.0,6,2022,5,12
1357,0,137.5,24.75,12,2022,5,12
28,0,2332.0,419.76,6,2022,5,12
997,0,5342.48,961.65,11,2022,5,12
587,0,16920.0,3045.6,9,2022,5,12
1224,0,5440.0,979.2,9,2022,5,12
28,0,9328.0,1679.04,6,2022,5,12
718,0,661.27,119.03,11,2022,5,12
214,0,320.0,57.6,12,2022,5,12
763,0,13593.6,2446.86,11,2022,5,12
494,0,1232.88,221.92,15,2022,5,12
675,0,1837.6,330.77,6,2022,5,12
603,0,940.72,169.33,11,2022,5,12
1135,0,10640.0,1915.2,6,2022,5,12
1026,0,13736.64,2472.6,11,2022,5,12
1322,0,10149.28,1826.88,11,2022,5,12
624,0,2898.4,521.7,11,2022,5,12
774,0,2413.43,434.42,11,2022,5,12
1143,0,4001.81,720.33,11,2022,5,12
730,0,10087.2,1815.7,11,2022,5,12
2,0,684.5,0.0,12,2022,5,12
847,0,682.0,122.76,6,2022,5,12
1542,0,2665.0,479.7,6,2022,5,12
940,0,1893.75,340.88,12,2022,5,12
845,0,7372.9,1327.11,12,2022,5,12
162,0,257.4,46.33,12,2022,5,12
1504,0,27734.36,4992.19,11,2022,5,12
1116,0,1177.58,211.96,11,2022,5,12
1469,0,2542.0,457.56,9,2022,5,12
106,0,2862.0,515.16,12,2022,5,12
1224,0,1350.0,243.0,9,2022,5,12
1501,0,2577.2,463.9,11,2022,5,12
891,0,41.5,7.47,12,2022,5,12
70,0,23.32,4.2,12,2022,5,12
940,0,8609.4,1549.69,12,2022,5,12
854,0,1038.0,186.84,12,2022,5,12
1534,0,155.72,28.03,12,2022,5,12
440,0,2704.53,0.0,12,2022,5,12
1003,0,245.84,44.25,12,2022,5,12
70,0,519.0,93.42,12,2022,5,12
891,0,349.7,62.95,12,2022,5,12
515,0,45559.54,8200.71,11,2022,5,12
210,0,791.0,142.38,12,2022,5,12
891,0,266.4,47.95,12,2022,5,12
51,0,169.27,30.47,12,2022,5,12
984,0,9292.0,1672.56,3,2022,5,12
28,0,9117.0,1641.06,6,2022,5,12
1166,0,279.42,50.3,12,2022,5,12
28,0,18234.0,3282.12,6,2022,5,12
28,0,4558.5,820.53,6,2022,5,12
540,0,10710.0,0.0,12,2022,5,12
902,0,2500.0,450.0,6,2022,5,12
356,0,22378.0,4028.04,12,2022,5,12
721,0,4497.0,809.46,12,2022,5,12
1174,0,893.4,160.82,12,2022,5,12
1222,0,2571.0,462.78,9,2022,5,12
754,0,7688.8,1383.98,9,2022,5,12
1143,0,2378.3,428.09,11,2022,5,12
1143,0,2870.0,516.6,11,2022,5,12
1166,0,1200.0,216.0,12,2022,5,12
1143,0,2307.75,415.4,11,2022,5,12
1143,0,2307.75,415.4,11,2022,5,12
381,0,844.07,151.96,12,2022,5,12
1143,0,2378.3,428.09,11,2022,5,12
1339,0,560.0,100.8,12,2022,5,12
1222,0,527.84,95.01,12,2022,5,12
1473,0,15730.0,2831.4,9,2022,5,12
1222,0,2967.92,534.23,9,2022,5,12
492,0,20065.18,3611.73,11,2022,5,12
42,0,3969.0,714.42,12,2022,5,12
1222,0,1216.72,219.03,12,2022,5,12
17,0,750.6,135.11,12,2022,5,12
119,0,401.5,72.27,12,2022,5,12
855,0,214.6,38.63,12,2022,5,12
1111,0,2057.97,370.44,11,2022,5,12
436,0,963.0,173.34,6,2022,5,12
1324,0,11346.0,2042.28,12,2022,5,12
993,0,1155.75,208.04,11,2022,5,12
642,0,2248.02,404.64,11,2022,5,12
401,0,3571.1,642.8,12,2022,5,12
805,0,2174.34,391.38,1,2022,5,12
408,0,2973.52,535.23,11,2022,5,12
747,0,665.9,119.86,14,2022,5,12
1126,0,48306.5,8695.17,3,2022,5,12
1207,0,6052.32,1089.42,1,2022,5,12
1143,0,4581.1,824.59,11,2022,5,12
1143,0,559.6,100.73,11,2022,5,12
855,0,3119.4,561.49,12,2022,5,12
778,0,14684.65,2643.23,11,2022,5,12
1504,0,2907.5,523.35,11,2022,5,12
942,0,493.06,88.77,12,2022,5,12
1339,0,952.2,171.4,12,2022,5,12
790,0,383.77,69.08,12,2022,5,12
1076,0,2255.05,405.91,11,2022,5,12
411,0,7975.5,1435.59,12,2022,5,12
1514,0,1950.0,351.0,6,2022,5,12
23,0,1080.0,194.4,6,2022,5,12
673,0,1728.66,0.0,11,2022,5,12
673,0,1996.8,0.0,11,2022,5,12
1324,0,270.24,48.64,12,2022,5,12
673,0,1364.1,0.0,11,2022,5,12
673,0,1728.66,0.0,11,2022,5,12
1473,0,3684.0,663.12,9,2022,5,12
1249,0,225.68,40.62,11,2022,5,12
17,0,1080.0,194.4,12,2022,5,12
420,0,2748.08,494.65,1,2022,5,12
1339,0,1529.0,275.22,12,2022,5,12
381,0,111.92,20.15,11,2022,5,12
673,0,1636.92,0.0,11,2022,5,12
673,0,1834.92,0.0,11,2022,5,12
1409,0,7396.48,1331.37,9,2022,5,12
106,0,1620.0,291.6,12,2022,5,12
805,0,34573.08,6223.16,1,2022,5,12
1147,0,2674.32,481.38,1,2022,5,12
1035,0,2184.8,393.26,11,2022,5,12
1110,0,20028.75,3605.18,11,2022,5,12
651,0,7285.18,1311.33,11,2022,5,12
746,0,208.45,37.52,11,2022,5,12
770,0,1669.8,300.56,11,2022,5,12
401,0,57.6,10.37,12,2022,5,12
933,0,65.6,11.81,12,2022,5,12
410,0,41.89,7.54,12,2022,5,12
1417,0,1666.0,299.88,12,2022,5,12
687,0,1104.0,198.72,12,2022,5,12
454,0,18381.12,3308.6,11,2022,5,12
388,0,2040.6,367.31,1,2022,5,12
301,0,112.9,20.32,12,2022,5,12
301,0,425.76,76.65,12,2022,5,12
410,0,331.28,59.64,12,2022,5,12
1003,0,315.96,56.88,12,2022,5,12
1531,0,1038.0,186.84,6,2022,5,12
301,0,204.4,36.79,12,2022,5,12
720,0,1435.0,258.3,6,2022,5,12
1220,0,2423.66,436.25,12,2022,5,12
1148,0,600.0,108.0,12,2022,5,12
361,0,6736.3,1212.53,12,2022,5,12
558,0,799.9,143.98,12,2022,5,12
1220,0,5215.12,938.72,11,2022,5,12
1340,0,2733.82,492.09,11,2022,5,12
1222,0,14241.66,2563.5,12,2022,5,12
1540,0,2366.5,425.97,7,2022,5,12
1540,0,2870.0,516.6,7,2022,5,12
92,1,92800.0,16704.0,6,2022,5,12
1473,0,4778.4,860.11,9,2022,5,12
231,0,25943.25,0.0,9,2022,5,12
669,0,47259.65,8506.74,3,2022,5,12
669,1,36570.96,6582.77,3,2022,5,12
149,1,97370.0,17526.6,2,2022,5,12
109,0,7689.02,1384.02,12,2022,5,12
828,0,4092.56,736.66,1,2022,5,12
828,0,2180.08,392.41,1,2022,5,12
1036,0,656.0,118.08,12,2022,5,12
1104,0,4596.8,827.42,12,2022,5,12
439,1,600.0,108.0,17,2022,5,12
439,1,4329.0,779.22,17,2022,5,12
1104,0,1086.4,195.55,12,2022,5,12
1099,0,2740.0,493.2,12,2022,5,12
1104,0,5281.68,950.7,12,2022,5,12
1036,0,340.0,61.2,12,2022,5,12
1036,0,480.0,86.4,12,2022,5,12
1104,0,3192.88,574.72,12,2022,5,12
1036,0,240.0,43.2,12,2022,5,12
1445,0,4746.0,854.28,2,2022,5,12
701,1,98265.9,17687.86,15,2022,5,12
838,0,325.52,58.59,11,2022,5,12
307,0,340.0,61.2,12,2022,5,12
307,0,288.0,51.84,12,2022,5,12
784,0,17185.6,3093.41,11,2022,5,12
317,1,11061.6,1991.09,15,2022,5,12
307,0,1880.0,338.4,12,2022,5,12
590,0,1876.05,337.69,11,2022,5,12
590,0,1079.6,194.33,11,2022,5,12
1445,0,14559.89,2620.78,2,2022,5,12
1445,0,18600.0,3348.0,2,2022,5,12
324,0,559.85,100.77,2,2022,5,12
1286,0,1057.28,0.0,11,2022,5,12
1286,0,792.96,0.0,11,2022,5,12
1406,0,264.0,47.52,12,2022,5,12
423,0,2380.0,0.0,6,2022,5,12
28,0,1555.0,279.9,2,2022,5,12
28,0,1620.0,291.6,2,2022,5,12
28,0,2488.0,447.84,2,2022,5,12
1294,0,424.4,76.39,11,2022,5,12
507,0,3618.08,651.26,15,2022,5,12
507,0,3618.08,651.26,15,2022,5,12
1480,0,712.7,128.29,11,2022,5,12
1480,0,19042.86,3427.71,11,2022,5,12
1480,0,1831.0,329.58,11,2022,5,12
1480,0,725.16,130.53,11,2022,5,12
1480,0,1598.82,287.79,11,2022,5,12
1036,0,240.0,43.2,12,2022,5,12
584,0,3661.7,659.11,1,2022,5,12
700,0,1600.0,288.0,3,2022,5,12
932,0,1155.0,207.9,12,2022,5,12
932,0,657.9,118.42,12,2022,5,12
70,0,3750.0,675.0,12,2022,5,12
1197,1,1185079.99,213314.4,3,2022,5,12
440,0,88639.79,0.0,11,2022,5,12
465,0,4828.0,869.04,12,2022,5,12
465,0,4272.0,768.96,12,2022,5,12
790,0,479.7,86.35,9,2022,5,12
1500,0,7200.0,0.0,6,2022,5,12
1500,0,4675.0,0.0,6,2022,5,12
1500,0,12000.0,2160.0,6,2022,5,12
716,0,62042.87,0.0,11,2022,5,12
668,0,3454.21,621.76,8,2022,5,12
432,0,62640.0,11275.2,6,2022,5,12
10,0,22500.0,4050.0,12,2022,5,12
10,0,15135.0,2724.3,12,2022,5,12
1289,0,1038.4,186.91,11,2022,5,12
685,0,1169.0,210.42,12,2022,5,12
685,0,835.0,150.3,12,2022,5,12
224,0,1604.0,288.72,12,2022,5,12
224,0,642.23,115.6,12,2022,5,12
446,0,5956.89,0.0,11,2022,5,12
446,0,7624.02,0.0,15,2022,5,12
446,0,3922.2,0.0,15,2022,5,12
446,0,17685.0,0.0,15,2022,5,12
790,0,479.04,86.22,12,2022,5,12
790,0,126.9,22.84,12,2022,5,12
220,0,2844.64,512.04,12,2022,5,12
495,0,219.8,39.56,12,2022,5,12
495,0,134.9,24.28,12,2022,5,12
495,0,437.7,78.79,12,2022,5,12
858,0,517.5,93.15,12,2022,5,12
858,0,276.0,49.68,12,2022,5,12
740,0,3007.25,541.31,11,2022,5,12
740,0,2809.3,505.68,11,2022,5,12
642,0,653.24,117.58,11,2022,5,12
224,0,1238.4,222.92,12,2022,5,12
1357,0,18535.75,3336.44,11,2022,5,12
1357,0,1016.92,183.05,11,2022,5,12
1348,0,652.52,117.45,6,2022,5,12
1281,0,144.0,25.92,12,2022,5,12
1281,0,330.4,59.47,12,2022,5,12
1281,0,1288.0,231.84,12,2022,5,12
1281,0,322.0,57.96,12,2022,5,12
1281,0,177.8,32.0,12,2022,5,12
1180,0,27200.0,0.0,12,2022,5,12
584,0,535.56,96.4,1,2022,5,12
584,0,3721.08,669.79,1,2022,5,12
771,0,13291.6,2392.49,11,2022,5,12
398,0,10610.2,1909.84,1,2022,5,12
549,0,37000.0,0.0,3,2022,5,12
895,0,6535.68,1176.42,12,2022,5,12
1516,0,70.98,12.78,5,2022,5,12
997,0,2989.17,538.05,11,2022,5,12
771,0,768.18,138.27,11,2022,5,12
1409,0,150.0,27.0,9,2022,5,12
838,0,717.31,129.12,11,2022,5,12
861,0,7807.2,1405.3,11,2022,5,12
554,0,1338.0,240.84,12,2022,5,12
1223,0,1634.4,294.19,11,2022,5,12
131,0,12124.3,2182.37,9,2022,5,12
800,0,6826.96,1228.85,9,2022,5,12
782,1,2953.36,531.6,11,2022,5,12
838,0,717.31,129.12,11,2022,5,12
162,0,130.0,23.4,12,2022,5,12
1409,0,3079.3,554.27,9,2022,5,12
843,0,13115.0,2360.7,12,2022,5,12
686,0,522.0,93.96,12,2022,5,12
1516,0,4959.36,892.68,6,2022,5,12
838,0,722.92,130.13,11,2022,5,12
1473,0,232.0,41.76,9,2022,5,12
1310,0,1903.86,342.69,11,2022,5,12
1310,0,4493.45,808.82,11,2022,5,12
1516,0,601.8,108.32,5,2022,5,12
1322,0,12389.22,2230.06,11,2022,5,12
770,0,17388.69,3129.96,11,2022,5,12
321,0,740.1,133.22,11,2022,5,12
321,0,358.72,64.57,11,2022,5,12
76,0,1300.0,234.0,6,2022,5,12
1043,0,558.0,100.44,12,2022,5,12
940,0,1227.4,220.93,12,2022,5,12
1497,0,576.22,103.72,5,2022,5,12
395,0,924.0,166.32,5,2022,5,12
1421,0,5533.92,996.11,9,2022,5,12
937,1,118356.48,21304.17,15,2022,5,12
280,0,7372.87,1327.12,11,2022,5,12
